ClaimID,PolicyID,IncidentDate,SettlementDate,TurnaroundDays,ClaimType,ClaimAmount,ClaimStatus,RepudiationReason
CLM-51107,POL-101713,2025-06-04,2025-06-20,16,Windscreen Replacement,7408.77,Settled,
CLM-51108,POL-104939,2024-12-04,,,Vehicle Collision,228716.43,Repudiated,Material Non-Disclosure at Inception
CLM-51109,POL-101360,2024-12-28,,,Geyser Burst / Water Damage,18485.23,Under Investigation,
CLM-51110,POL-103320,2025-05-08,,,Hail Damage,23461.73,Under Investigation,
CLM-51111,POL-100229,2024-11-04,2024-11-25,21,Storm / Roof Damage,28576.78,Settled,
CLM-51112,POL-103127,2024-06-02,2024-06-13,11,Housebreaking / Theft,149705.07,Settled,
CLM-51113,POL-103243,2025-01-15,2025-02-01,17,Hail Damage,27347.64,Settled,
CLM-51114,POL-104186,2025-07-24,2025-08-09,16,Machinery Breakdown,50086.32,Settled,
CLM-51115,POL-102289,2025-02-11,,,Hail Damage,17750.45,Repudiated,Material Non-Disclosure at Inception
CLM-51116,POL-104391,2025-03-26,2025-04-09,14,Vehicle Theft / Hijack,294705.79,Approved,
CLM-51117,POL-103784,2025-03-22,2025-04-14,23,Fleet Heavy Collision,75774.27,Approved,
CLM-51118,POL-104249,2024-11-01,2024-11-22,21,Vehicle Collision,125642.54,Settled,
CLM-51119,POL-103795,2024-12-24,2025-01-09,16,Hail Damage,51913.49,Approved,
CLM-51120,POL-104162,2025-08-10,2025-08-22,12,Storm / Roof Damage,30960.32,Settled,
CLM-51121,POL-103250,2025-02-25,,,Major Fleet Theft,613742.75,Repudiated,Material Non-Disclosure at Inception
CLM-51122,POL-103044,2025-02-18,2025-03-05,15,Power Surge,6602.9,Approved,
CLM-51123,POL-103191,2025-12-05,2025-12-26,21,Vehicle Collision,170451.63,Settled,
CLM-51124,POL-104255,2025-06-15,2025-07-01,16,Geyser Burst / Water Damage,21250.3,Settled,
CLM-51125,POL-101993,2025-07-05,2025-07-27,22,Fleet Heavy Collision,167474.89,Settled,
CLM-51126,POL-102202,2025-05-16,2025-05-24,8,Hail Damage,21427.9,Settled,
CLM-51127,POL-101867,2025-08-23,,,Third Party Liability,37906.6,Repudiated,Unlicensed / Unauthorised Driver
CLM-51128,POL-100203,2025-02-27,2025-03-07,8,Power Surge,12875.64,Settled,
CLM-51129,POL-101188,2025-04-13,2025-04-30,17,Storm / Roof Damage,20910.96,Settled,
CLM-51130,POL-103866,2024-12-20,2025-01-06,17,Commercial Fire Damage,539066.74,Settled,
CLM-51131,POL-103959,2025-08-11,2025-08-24,13,Vehicle Theft / Hijack,186068.64,Settled,
CLM-51132,POL-101966,2025-05-17,,,Vehicle Collision,29046.82,Repudiated,Unlicensed / Unauthorised Driver
CLM-51133,POL-103419,2025-10-26,2025-11-22,27,Machinery Breakdown,179709.56,Approved,
CLM-51134,POL-103692,2024-08-30,,,Machinery Breakdown,137752.9,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51135,POL-101076,2025-06-02,2025-07-07,35,Major Fleet Theft,224029.51,Settled,
CLM-51136,POL-103714,2024-09-14,,,Driver Vehicle Rollover,342791.09,Repudiated,Failure to Take Reasonable Precautions
CLM-51137,POL-102450,2025-09-26,2025-10-15,19,Third Party Liability,18180.55,Settled,
CLM-51138,POL-104756,2024-11-03,,,Vehicle Theft / Hijack,158789.84,Under Investigation,
CLM-51139,POL-102353,2025-04-08,2025-04-23,15,Hail Damage,44192.25,Settled,
CLM-51140,POL-103079,2025-12-02,2025-12-14,12,Geyser Burst / Water Damage,36373.25,Settled,
CLM-51141,POL-103984,2025-03-14,2025-03-19,5,Third Party Liability,14838.36,Settled,
CLM-51142,POL-104083,2025-07-02,2025-07-12,10,Windscreen Replacement,9634.63,Settled,
CLM-51143,POL-102096,2025-01-31,2025-02-07,7,Hail Damage,12391.27,Settled,
CLM-51144,POL-101620,2025-10-11,2025-10-14,3,Hail Damage,16990.73,Settled,
CLM-51145,POL-100957,2025-01-21,2025-02-02,12,Windscreen Replacement,5743.63,Settled,
CLM-51146,POL-104533,2025-03-14,2025-04-12,29,Agricultural Machinery Breakdown,62353.1,Settled,
CLM-51147,POL-102467,2025-05-29,2025-06-19,21,Building Storm Inundation,57345.26,Settled,
CLM-51148,POL-101645,2025-09-05,2025-09-15,10,Accidental Damage,24281.74,Settled,
CLM-51149,POL-104458,2025-07-28,2025-08-17,20,Windscreen Replacement,13092.43,Settled,
CLM-51150,POL-101704,2024-12-16,2024-12-31,15,Vehicle Collision,17349.92,Settled,
CLM-51151,POL-102972,2025-08-26,,,Fleet Hail Damage,262931.93,Repudiated,Material Non-Disclosure at Inception
CLM-51152,POL-104625,2025-04-09,2025-05-16,37,Business Interruption,86305.44,Settled,
CLM-51153,POL-103952,2024-12-11,,,Premises Liability,194153.05,Repudiated,Failure to Take Reasonable Precautions
CLM-51154,POL-101050,2025-12-13,2026-01-02,20,Hail Damage,88516.6,Approved,
CLM-51155,POL-103623,2025-10-20,2025-11-10,21,Business Interruption,142665.34,Settled,
CLM-51156,POL-103354,2025-09-25,2025-10-17,22,Storm / Roof Damage,13299.99,Settled,
CLM-51157,POL-103900,2024-09-06,2024-09-11,5,Power Surge,12308.04,Settled,
CLM-51158,POL-100035,2025-05-20,2025-05-31,11,Power Surge,12003.53,Approved,
CLM-51159,POL-102665,2024-06-21,2024-07-04,13,Vehicle Collision,16639.53,Settled,
CLM-51160,POL-101101,2025-04-07,2025-05-07,30,Driver Vehicle Rollover,295228.59,Settled,
CLM-51161,POL-102995,2025-12-03,2025-12-25,22,Fleet Hail Damage,167182.74,Settled,
CLM-51162,POL-101559,2025-01-20,2025-02-04,15,Hail Damage,30769.58,Settled,
CLM-51163,POL-102009,2025-01-12,,,Geyser Burst / Water Damage,192871.32,Under Investigation,
CLM-51164,POL-102453,2024-07-28,2024-08-06,9,Hail Damage,42985.44,Settled,
CLM-51165,POL-100780,2025-08-28,2025-09-13,16,Geyser Burst / Water Damage,19684.5,Settled,
CLM-51166,POL-104493,2024-06-07,2024-06-20,13,Fleet Heavy Collision,99580.12,Settled,
CLM-51167,POL-102414,2025-10-15,2025-10-24,9,Windscreen Replacement,8507.95,Settled,
CLM-51168,POL-103143,2024-10-10,2024-10-28,18,Premises Liability,130056.08,Settled,
CLM-51169,POL-104975,2025-05-12,2025-05-23,11,Accidental Damage,14040.7,Settled,
CLM-51170,POL-102301,2025-02-21,,,Agricultural Machinery Breakdown,220996.23,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51171,POL-100104,2025-02-15,2025-02-24,9,Power Surge,10728.84,Settled,
CLM-51172,POL-102059,2025-03-24,2025-04-07,14,Vehicle Theft / Hijack,190317.99,Settled,
CLM-51173,POL-102922,2024-06-19,2024-07-10,21,Fleet Hail Damage,173734.21,Settled,
CLM-51174,POL-104056,2024-09-17,2024-10-07,20,Driver Vehicle Rollover,398120.94,Settled,
CLM-51175,POL-100830,2024-11-25,2024-12-02,7,Vehicle Theft / Hijack,295002.51,Settled,
CLM-51176,POL-102107,2025-07-01,2025-07-16,15,Third Party Liability,24247.77,Approved,
CLM-51177,POL-103942,2025-12-14,,,Fleet Heavy Collision,293765.68,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51178,POL-100837,2025-01-24,,,Storm / Roof Damage,28005.31,Repudiated,Material Non-Disclosure at Inception
CLM-51179,POL-103723,2024-05-27,2024-06-13,17,Power Surge,4916.95,Settled,
CLM-51180,POL-102454,2025-10-12,2025-10-27,15,Machinery Breakdown,144498.49,Settled,
CLM-51181,POL-100369,2025-08-06,,,Power Surge,6855.66,Repudiated,Failure to Take Reasonable Precautions
CLM-51182,POL-102067,2025-11-01,2025-11-21,20,Storm / Roof Damage,177336.8,Settled,
CLM-51183,POL-100720,2025-12-22,2025-12-30,8,Hail Damage,13545.44,Settled,
CLM-51184,POL-103339,2025-12-04,2025-12-08,4,Storm / Roof Damage,44988.51,Settled,
CLM-51185,POL-102144,2025-03-03,2025-03-28,25,Machinery Breakdown,89062.54,Settled,
CLM-51186,POL-102141,2024-11-24,2024-12-13,19,Geyser Burst / Water Damage,16273.62,Approved,
CLM-51187,POL-101263,2025-07-03,2025-07-24,21,Vehicle Collision,18911.32,Settled,
CLM-51188,POL-103765,2024-10-13,2024-10-23,10,Third Party Liability,35396.17,Settled,
CLM-51189,POL-104321,2025-05-19,2025-05-31,12,Third Party Liability,14593.4,Settled,
CLM-51190,POL-101863,2024-08-30,2024-09-13,14,Premises Liability,47353.68,Approved,
CLM-51191,POL-100369,2025-06-26,2025-07-07,11,Power Surge,8819.4,Settled,
CLM-51192,POL-103618,2025-10-21,,,Vehicle Theft / Hijack,216851.63,Repudiated,Unlicensed / Unauthorised Driver
CLM-51193,POL-101032,2024-10-19,2024-11-03,15,Hail Damage,42094.24,Settled,
CLM-51194,POL-102057,2024-12-14,2024-12-21,7,Storm / Roof Damage,15473.84,Approved,
CLM-51195,POL-102446,2025-09-02,2025-09-22,20,Storm / Roof Damage,37575.55,Settled,
CLM-51196,POL-102430,2024-06-29,2024-07-20,21,Windscreen Replacement,5148.14,Settled,
CLM-51197,POL-101037,2024-12-15,2025-01-01,17,Driver Vehicle Rollover,583341.65,Settled,
CLM-51198,POL-104384,2025-07-26,2025-08-12,17,Geyser Burst / Water Damage,27988.65,Approved,
CLM-51199,POL-103297,2024-11-17,,,Storm / Roof Damage,47080.16,Repudiated,Failure to Take Reasonable Precautions
CLM-51200,POL-101950,2025-05-12,2025-05-29,17,Fleet Hail Damage,204495.38,Approved,
CLM-51201,POL-103373,2025-05-04,2025-05-08,4,Third Party Liability,12400.42,Settled,
CLM-51202,POL-101366,2024-06-15,2024-07-09,24,Building Storm Inundation,103265.88,Settled,
CLM-51203,POL-103134,2024-07-27,2024-08-07,11,Vehicle Theft / Hijack,181194.73,Settled,
CLM-51204,POL-100383,2025-04-15,2025-05-10,25,Commercial Fire Damage,263422.0,Settled,
CLM-51205,POL-101576,2025-12-02,2025-12-21,19,Hail Damage,25317.42,Settled,
CLM-51206,POL-101526,2025-04-24,2025-05-23,29,Premises Liability,173561.93,Settled,
CLM-51207,POL-103079,2025-11-18,2025-12-01,13,Housebreaking / Theft,65631.92,Settled,
CLM-51208,POL-103145,2024-10-22,2024-11-08,17,Vehicle Collision,30129.66,Settled,
CLM-51209,POL-101142,2025-02-21,2025-03-30,37,Driver Vehicle Rollover,492598.01,Settled,
CLM-51210,POL-102793,2024-07-08,2024-07-27,19,Third Party Liability,54956.26,Settled,
CLM-51211,POL-102506,2025-04-14,2025-04-18,4,Vehicle Theft / Hijack,308703.33,Settled,
CLM-51212,POL-103738,2025-06-29,2025-07-15,16,Hail Damage,57104.94,Settled,
CLM-51213,POL-103213,2025-03-31,2025-04-13,13,Storm / Roof Damage,39701.76,Settled,
CLM-51214,POL-100043,2024-12-22,2025-01-26,35,Agricultural Machinery Breakdown,67547.67,Settled,
CLM-51215,POL-103030,2024-03-30,2024-04-24,25,Severe Drought / Heat Stress,196361.58,Settled,
CLM-51216,POL-103644,2024-10-26,2024-11-19,24,Premises Liability,107753.26,Settled,
CLM-51217,POL-101253,2024-06-07,2024-06-20,13,Hail Damage,23272.19,Settled,
CLM-51218,POL-102592,2025-08-01,,,Third Party Liability,45472.16,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51219,POL-102306,2025-02-20,2025-03-03,11,Housebreaking / Theft,131134.53,Settled,
CLM-51220,POL-103671,2025-09-10,2025-09-20,10,Vehicle Theft / Hijack,305588.45,Settled,
CLM-51221,POL-102543,2024-12-05,2024-12-27,22,Machinery Breakdown,188564.67,Settled,
CLM-51222,POL-103378,2024-09-26,2024-10-18,22,Accidental Damage,33511.75,Approved,
CLM-51223,POL-104430,2025-11-28,,,Accidental Damage,41085.56,Under Investigation,
CLM-51224,POL-102174,2024-08-31,2024-09-10,10,Hail Damage,35926.51,Settled,
CLM-51225,POL-103644,2025-06-17,2025-07-05,18,Business Interruption,155091.46,Settled,
CLM-51226,POL-102331,2024-04-04,,,Premises Liability,83830.33,Under Investigation,
CLM-51227,POL-100865,2025-11-11,2025-12-04,23,Geyser Burst / Water Damage,206929.03,Settled,
CLM-51228,POL-101626,2025-08-09,2025-08-23,14,Vehicle Theft / Hijack,121100.6,Settled,
CLM-51229,POL-101736,2025-01-02,2025-01-19,17,Power Surge,14145.86,Settled,
CLM-51230,POL-104695,2024-06-11,2024-06-28,17,Commercial Fire Damage,643101.34,Approved,
CLM-51231,POL-100237,2025-01-02,2025-01-10,8,Vehicle Theft / Hijack,97148.26,Settled,
CLM-51232,POL-101311,2025-02-05,2025-02-14,9,Third Party Liability,15367.02,Settled,
CLM-51233,POL-101662,2024-09-04,2024-09-21,17,Vehicle Theft / Hijack,105310.63,Settled,
CLM-51234,POL-100043,2025-01-05,2025-02-04,30,Severe Drought / Heat Stress,44327.82,Settled,
CLM-51235,POL-102085,2024-04-11,2024-04-28,17,Accidental Damage,15587.18,Settled,
CLM-51236,POL-100960,2025-02-09,2025-02-26,17,Premises Liability,61117.73,Settled,
CLM-51237,POL-103891,2025-03-13,2025-03-23,10,Driver Vehicle Rollover,520552.81,Settled,
CLM-51238,POL-100898,2025-12-23,2026-01-04,12,Third Party Liability,29306.03,Settled,
CLM-51239,POL-102918,2025-08-17,,,Cargo Loss in Transit,128008.77,Repudiated,Material Non-Disclosure at Inception
CLM-51240,POL-101866,2025-07-29,2025-08-08,10,Vehicle Theft / Hijack,155475.99,Settled,
CLM-51241,POL-104200,2025-01-24,2025-02-05,12,Power Surge,14223.51,Settled,
CLM-51242,POL-100498,2025-10-08,2025-10-18,10,Power Surge,9036.55,Settled,
CLM-51243,POL-101591,2025-03-29,2025-04-15,17,Windscreen Replacement,14397.79,Settled,
CLM-51244,POL-104428,2024-09-17,,,Premises Liability,150849.57,Repudiated,Fraudulent / Inflated Claim
CLM-51245,POL-101525,2025-01-19,2025-02-01,13,Geyser Burst / Water Damage,111804.87,Settled,
CLM-51246,POL-101832,2025-05-25,2025-05-31,6,Storm / Roof Damage,31705.34,Settled,
CLM-51247,POL-102982,2025-06-11,2025-06-22,11,Power Surge,10469.83,Settled,
CLM-51248,POL-100365,2024-11-07,2024-12-04,27,Hail Damage,130801.1,Settled,
CLM-51249,POL-102950,2025-01-29,2025-02-07,9,Geyser Burst / Water Damage,52964.72,Settled,
CLM-51250,POL-104210,2024-03-11,2024-04-03,23,Fleet Heavy Collision,174253.86,Approved,
CLM-51251,POL-100947,2025-01-02,,,Vehicle Collision,36453.44,Under Investigation,
CLM-51252,POL-104579,2025-09-08,,,Housebreaking / Theft,88180.92,Under Investigation,
CLM-51253,POL-102834,2024-05-11,2024-05-30,19,Major Fleet Theft,379124.43,Settled,
CLM-51254,POL-101993,2024-08-26,2024-09-11,16,Cargo Loss in Transit,183415.22,Settled,
CLM-51255,POL-102878,2024-08-22,2024-08-31,9,Vehicle Collision,48429.28,Settled,
CLM-51256,POL-100664,2025-08-06,2025-08-18,12,Major Fleet Theft,502314.0,Settled,
CLM-51257,POL-100234,2024-12-05,2024-12-17,12,Storm / Roof Damage,23935.06,Approved,
CLM-51258,POL-102723,2024-08-02,2024-08-20,18,Third Party Liability,14865.1,Settled,
CLM-51259,POL-104231,2025-09-17,2025-09-28,11,Storm / Roof Damage,33349.69,Settled,
CLM-51260,POL-104763,2025-05-30,2025-06-10,11,Vehicle Collision,42354.45,Settled,
CLM-51261,POL-100342,2025-06-15,2025-07-25,40,Severe Drought / Heat Stress,218638.6,Settled,
CLM-51262,POL-100719,2024-11-19,2024-12-29,40,Livestock Loss,156963.31,Settled,
CLM-51263,POL-103775,2025-01-27,2025-02-09,13,Geyser Burst / Water Damage,272453.95,Settled,
CLM-51264,POL-104662,2025-05-30,2025-06-05,6,Hail Damage,46564.7,Settled,
CLM-51265,POL-100536,2024-07-30,2024-08-16,17,Windscreen Replacement,7285.21,Settled,
CLM-51266,POL-100264,2025-03-01,2025-03-10,9,Third Party Liability,20223.43,Settled,
CLM-51267,POL-100353,2025-05-16,2025-06-06,21,Storm / Roof Damage,32680.86,Settled,
CLM-51268,POL-102331,2024-11-09,2024-11-27,18,Commercial Fire Damage,504195.48,Settled,
CLM-51269,POL-102315,2025-04-22,,,Storm / Roof Damage,39151.67,Repudiated,Failure to Take Reasonable Precautions
CLM-51270,POL-104737,2025-07-21,2025-07-28,7,Hail Damage,53134.78,Settled,
CLM-51271,POL-102172,2025-02-24,2025-03-15,19,Machinery Breakdown,149728.79,Approved,
CLM-51272,POL-104628,2025-01-10,2025-01-24,14,Geyser Burst / Water Damage,11529.33,Settled,
CLM-51273,POL-101064,2024-07-08,,,Windscreen Replacement,8648.22,Repudiated,Failure to Take Reasonable Precautions
CLM-51274,POL-103432,2025-02-07,2025-03-08,29,Fleet Hail Damage,275825.37,Settled,
CLM-51275,POL-101106,2024-12-22,2025-01-07,16,Severe Drought / Heat Stress,134207.55,Settled,
CLM-51276,POL-104839,2025-05-09,2025-05-22,13,Vehicle Collision,15454.67,Settled,
CLM-51277,POL-104119,2024-10-10,2024-10-26,16,Vehicle Collision,21459.24,Settled,
CLM-51278,POL-100037,2024-11-25,,,Storm / Roof Damage,35220.87,Under Investigation,
CLM-51279,POL-101386,2025-06-01,2025-06-22,21,Machinery Breakdown,165207.17,Settled,
CLM-51280,POL-100504,2025-11-26,2025-12-25,29,Business Interruption,89182.55,Settled,
CLM-51281,POL-104804,2025-01-14,2025-02-14,31,Machinery Breakdown,127310.4,Approved,
CLM-51282,POL-103908,2025-03-25,2025-04-04,10,Accidental Damage,29930.17,Settled,
CLM-51283,POL-102890,2024-12-06,2024-12-23,17,Hail Damage,218327.36,Settled,
CLM-51284,POL-102070,2025-12-19,2026-01-01,13,Third Party Liability,44837.9,Settled,
CLM-51285,POL-104505,2025-06-21,2025-07-03,12,Vehicle Theft / Hijack,121122.49,Settled,
CLM-51286,POL-103878,2024-05-19,2024-06-08,20,Accidental Damage,34160.86,Settled,
CLM-51287,POL-102954,2025-05-23,2025-06-09,17,Housebreaking / Theft,106286.46,Settled,
CLM-51288,POL-101418,2024-10-21,2024-11-10,20,Power Surge,5545.69,Settled,
CLM-51289,POL-102654,2025-12-10,,,Hail Damage,30906.52,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51290,POL-101658,2024-05-19,2024-06-07,19,Business Interruption,159040.82,Approved,
CLM-51291,POL-101143,2024-10-29,2024-11-09,11,Windscreen Replacement,13122.19,Settled,
CLM-51292,POL-102923,2024-12-17,2025-01-14,28,Vehicle Collision,136839.79,Settled,
CLM-51293,POL-101551,2025-04-01,2025-04-09,8,Hail Damage,24693.15,Settled,
CLM-51294,POL-103097,2025-09-28,2025-10-09,11,Geyser Burst / Water Damage,18304.09,Approved,
CLM-51295,POL-102475,2025-04-02,2025-04-15,13,Vehicle Collision,24196.34,Settled,
CLM-51296,POL-104905,2024-06-11,,,Business Interruption,150854.93,Under Investigation,
CLM-51297,POL-101423,2025-03-10,2025-03-29,19,Major Fleet Theft,603835.53,Settled,
CLM-51298,POL-102560,2024-12-04,2024-12-14,10,Geyser Burst / Water Damage,14746.15,Settled,
CLM-51299,POL-100951,2024-05-13,2024-05-31,18,Power Surge,9942.27,Settled,
CLM-51300,POL-102146,2024-12-12,2025-01-03,22,Machinery Breakdown,86775.7,Settled,
CLM-51301,POL-101743,2025-01-24,2025-02-21,28,Geyser Burst / Water Damage,252345.03,Settled,
CLM-51302,POL-104853,2024-11-26,2024-11-30,4,Storm / Roof Damage,33377.02,Settled,
CLM-51303,POL-101020,2025-02-08,,,Windscreen Replacement,8989.68,Under Investigation,
CLM-51304,POL-102371,2025-06-25,2025-07-09,14,Premises Liability,101034.72,Settled,
CLM-51305,POL-103966,2025-08-18,2025-08-23,5,Hail Damage,13182.71,Settled,
CLM-51306,POL-104286,2024-10-26,2024-11-06,11,Housebreaking / Theft,145276.17,Settled,
CLM-51307,POL-104563,2025-03-12,,,Farm Property Fire,544747.99,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51308,POL-100606,2024-11-15,2024-12-06,21,Vehicle Collision,46198.52,Settled,
CLM-51309,POL-103319,2024-12-17,2024-12-30,13,Hail Damage,33873.42,Settled,
CLM-51310,POL-102636,2024-12-06,,,Hail Damage,195622.17,Repudiated,Fraudulent / Inflated Claim
CLM-51311,POL-100313,2025-06-12,2025-07-20,38,Agricultural Machinery Breakdown,89583.32,Settled,
CLM-51312,POL-100714,2025-09-10,2025-09-17,7,Third Party Liability,26647.37,Settled,
CLM-51313,POL-101189,2025-02-16,2025-03-09,21,Crop Hail Damage,191115.67,Settled,
CLM-51314,POL-101598,2025-02-04,2025-02-26,22,Hail Damage,57771.4,Settled,
CLM-51315,POL-104357,2024-06-30,2024-07-13,13,Cargo Loss in Transit,200775.13,Settled,
CLM-51316,POL-100684,2024-09-28,2024-10-06,8,Third Party Liability,13687.57,Settled,
CLM-51317,POL-103937,2025-03-20,2025-04-22,33,Machinery Breakdown,189390.9,Approved,
CLM-51318,POL-101400,2025-04-23,2025-05-09,16,Commercial Fire Damage,297480.22,Settled,
CLM-51319,POL-102300,2024-08-26,2024-09-09,14,Windscreen Replacement,12653.61,Settled,
CLM-51320,POL-101447,2024-08-06,,,Accidental Damage,28311.5,Repudiated,Unlicensed / Unauthorised Driver
CLM-51321,POL-101447,2024-12-23,2025-01-07,15,Storm / Roof Damage,41196.79,Approved,
CLM-51322,POL-104010,2025-12-15,2026-01-06,22,Vehicle Collision,47184.81,Settled,
CLM-51323,POL-104293,2025-05-10,2025-05-24,14,Accidental Damage,25714.66,Settled,
CLM-51324,POL-104895,2025-11-23,2025-12-09,16,Geyser Burst / Water Damage,122392.66,Settled,
CLM-51325,POL-100849,2024-08-16,2024-09-04,19,Storm / Roof Damage,31361.21,Settled,
CLM-51326,POL-100882,2025-02-26,2025-03-14,16,Vehicle Collision,14561.04,Approved,
CLM-51327,POL-102014,2025-03-08,2025-03-22,14,Vehicle Theft / Hijack,171779.87,Approved,
CLM-51328,POL-104699,2025-11-02,2025-11-18,16,Vehicle Collision,32792.34,Settled,
CLM-51329,POL-103576,2025-02-19,2025-03-05,14,Windscreen Replacement,2999.97,Settled,
CLM-51330,POL-104144,2025-05-13,2025-05-28,15,Crop Hail Damage,53163.54,Approved,
CLM-51331,POL-102479,2024-05-20,2024-06-01,12,Vehicle Theft / Hijack,161484.34,Settled,
CLM-51332,POL-102435,2024-11-23,,,Hail Damage,27880.69,Repudiated,Unlicensed / Unauthorised Driver
CLM-51333,POL-102500,2024-11-24,,,Storm / Roof Damage,164293.52,Under Investigation,
CLM-51334,POL-102050,2025-09-19,2025-10-03,14,Housebreaking / Theft,149339.13,Approved,
CLM-51335,POL-102815,2024-12-07,2025-01-16,40,Vehicle Collision,224939.92,Approved,
CLM-51336,POL-102746,2024-10-27,2024-11-30,34,Livestock Loss,201545.66,Settled,
CLM-51337,POL-103001,2024-05-19,2024-06-10,22,Business Interruption,199804.87,Settled,
CLM-51338,POL-104693,2025-06-17,2025-06-29,12,Machinery Breakdown,153845.82,Settled,
CLM-51339,POL-102762,2024-06-14,,,Hail Damage,37879.96,Repudiated,Unlicensed / Unauthorised Driver
CLM-51340,POL-103652,2025-08-17,2025-09-17,31,Cargo Loss in Transit,127424.84,Settled,
CLM-51341,POL-104979,2024-11-04,2024-11-21,17,Hail Damage,35782.32,Settled,
CLM-51342,POL-102294,2025-03-31,2025-04-20,20,Power Surge,3849.21,Settled,
CLM-51343,POL-104857,2024-06-27,2024-07-16,19,Hail Damage,46030.6,Settled,
CLM-51344,POL-104004,2024-08-24,,,Housebreaking / Theft,136221.52,Repudiated,Material Non-Disclosure at Inception
CLM-51345,POL-104109,2025-03-24,2025-04-07,14,Hail Damage,15234.86,Settled,
CLM-51346,POL-101119,2025-06-03,2025-06-15,12,Hail Damage,28291.69,Settled,
CLM-51347,POL-100191,2025-05-09,2025-05-20,11,Hail Damage,15171.6,Settled,
CLM-51348,POL-104245,2025-09-24,2025-10-05,11,Vehicle Theft / Hijack,131298.37,Settled,
CLM-51349,POL-103257,2025-08-15,,,Premises Liability,159104.69,Repudiated,Material Non-Disclosure at Inception
CLM-51350,POL-100349,2024-07-30,2024-08-28,29,Crop Hail Damage,52430.92,Settled,
CLM-51351,POL-103277,2024-06-07,2024-06-11,4,Hail Damage,35211.76,Settled,
CLM-51352,POL-103183,2025-07-21,2025-08-01,11,Windscreen Replacement,7709.78,Settled,
CLM-51353,POL-103666,2024-02-14,2024-02-19,5,Hail Damage,22235.83,Settled,
CLM-51354,POL-104713,2025-05-31,2025-06-03,3,Vehicle Collision,38696.19,Approved,
CLM-51355,POL-103545,2025-03-23,2025-04-23,31,Fleet Hail Damage,176455.25,Settled,
CLM-51356,POL-103551,2025-04-24,2025-05-08,14,Vehicle Theft / Hijack,158722.9,Settled,
CLM-51357,POL-100495,2024-06-30,,,Business Interruption,177977.24,Repudiated,Unlicensed / Unauthorised Driver
CLM-51358,POL-102133,2024-04-30,2024-05-03,3,Storm / Roof Damage,38806.64,Approved,
CLM-51359,POL-101197,2025-06-29,2025-07-13,14,Third Party Liability,21449.48,Settled,
CLM-51360,POL-100419,2024-12-26,2025-01-13,18,Premises Liability,159039.34,Approved,
CLM-51361,POL-101609,2025-02-21,2025-03-16,23,Crop Hail Damage,234629.97,Settled,
CLM-51362,POL-104431,2025-03-06,2025-03-17,11,Windscreen Replacement,3067.2,Approved,
CLM-51363,POL-103207,2025-05-23,2025-06-08,16,Commercial Fire Damage,354318.82,Settled,
CLM-51364,POL-102400,2024-03-24,2024-04-13,20,Driver Vehicle Rollover,312026.12,Settled,
CLM-51365,POL-104319,2025-06-11,2025-06-22,11,Vehicle Theft / Hijack,219372.03,Settled,
CLM-51366,POL-102087,2025-05-16,2025-05-30,14,Housebreaking / Theft,52361.79,Settled,
CLM-51367,POL-104966,2024-08-13,2024-09-04,22,Vehicle Collision,33987.35,Settled,
CLM-51368,POL-101441,2025-06-06,2025-06-15,9,Hail Damage,46064.24,Settled,
CLM-51369,POL-103075,2025-12-20,2026-01-12,23,Third Party Liability,17136.2,Settled,
CLM-51370,POL-103187,2025-05-29,2025-06-12,14,Housebreaking / Theft,135436.09,Settled,
CLM-51371,POL-102559,2024-11-21,,,Storm / Roof Damage,45360.51,Under Investigation,
CLM-51372,POL-104959,2024-09-15,2024-10-02,17,Third Party Liability,57989.56,Settled,
CLM-51373,POL-102545,2025-10-06,2025-10-25,19,Business Interruption,181069.96,Approved,
CLM-51374,POL-100052,2024-05-06,2024-05-17,11,Windscreen Replacement,6346.96,Settled,
CLM-51375,POL-101336,2025-02-21,2025-03-21,28,Farm Property Fire,229927.73,Settled,
CLM-51376,POL-100082,2024-05-29,2024-07-07,39,Severe Drought / Heat Stress,175936.16,Settled,
CLM-51377,POL-100383,2025-01-29,2025-02-27,29,Storm / Roof Damage,157046.56,Settled,
CLM-51378,POL-101948,2025-08-05,2025-08-21,16,Machinery Breakdown,167579.12,Settled,
CLM-51379,POL-104290,2024-09-28,2024-11-02,35,Fleet Heavy Collision,83795.86,Approved,
CLM-51380,POL-104123,2025-11-14,,,Hail Damage,178715.96,Repudiated,Unlicensed / Unauthorised Driver
CLM-51381,POL-103612,2024-05-30,2024-06-07,8,Hail Damage,42526.64,Settled,
CLM-51382,POL-100109,2025-11-28,2025-12-09,11,Accidental Damage,38270.38,Settled,
CLM-51383,POL-102980,2025-08-25,,,Storm / Roof Damage,30546.9,Repudiated,Unlicensed / Unauthorised Driver
CLM-51384,POL-104284,2025-06-08,,,Livestock Loss,104382.31,Repudiated,Fraudulent / Inflated Claim
CLM-51385,POL-100770,2025-03-29,2025-04-30,32,Commercial Fire Damage,645834.57,Settled,
