PolicyID,InceptionDate,ExpiryDate,ClassID,RegionID,AnnualPremium,PolicyStatus,BrokerChannel
POL-100349,2024-03-01,2025-03-01,5,1,160890.78,Active,Independent Broker
POL-100350,2024-02-08,2025-02-07,1,2,24068.82,Active,Affinity Partner
POL-100351,2025-02-10,2026-02-10,3,1,152519.83,Cancelled,Affinity Partner
POL-100352,2024-02-08,2025-02-07,1,1,18914.57,Active,Affinity Partner
POL-100353,2024-10-18,2025-10-18,2,4,14697.55,Active,Affinity Partner
POL-100354,2025-05-31,2026-05-31,2,1,9860.8,Active,Direct Digital
POL-100355,2025-04-14,2026-04-14,4,1,251056.55,Active,Independent Broker
POL-100356,2024-10-29,2025-10-29,3,5,131359.36,Active,Corporate Intermediary
POL-100357,2025-02-19,2026-02-19,2,3,11725.39,Active,Direct Digital
POL-100358,2024-05-23,2025-05-23,3,2,152427.4,Active,Independent Broker
POL-100359,2025-04-02,2026-04-02,5,1,212185.92,Active,Independent Broker
POL-100360,2024-01-12,2025-01-11,1,4,15496.65,Active,Independent Broker
POL-100361,2025-04-21,2026-04-21,2,1,12794.75,Active,Corporate Intermediary
POL-100362,2024-11-14,2025-11-14,4,1,231484.27,Lapsed,Independent Broker
POL-100363,2024-08-14,2025-08-14,1,1,17442.18,Active,Affinity Partner
POL-100364,2025-01-17,2026-01-17,2,5,14779.44,Active,Independent Broker
POL-100365,2024-08-11,2025-08-11,5,1,165658.13,Active,Corporate Intermediary
POL-100366,2025-06-22,2026-06-22,2,3,16911.97,Active,Independent Broker
POL-100367,2024-03-04,2025-03-04,3,3,65854.5,Active,Direct Digital
POL-100368,2025-06-16,2026-06-16,2,1,16588.07,Active,Independent Broker
POL-100369,2025-06-06,2026-06-06,2,1,13457.37,Active,Independent Broker
POL-100370,2024-02-29,2025-02-28,3,2,121386.59,Active,Direct Digital
POL-100371,2024-09-17,2025-09-17,1,6,13173.58,Active,Independent Broker
POL-100372,2024-03-06,2025-03-06,3,1,152280.77,Active,Affinity Partner
POL-100373,2024-02-02,2025-02-01,2,2,9683.74,Active,Independent Broker
POL-100374,2025-03-06,2026-03-06,2,2,13389.81,Lapsed,Independent Broker
POL-100375,2024-03-23,2025-03-23,4,4,289265.66,Active,Corporate Intermediary
POL-100376,2024-05-01,2025-05-01,1,3,16046.16,Active,Affinity Partner
POL-100377,2024-01-04,2025-01-03,5,1,216343.42,Active,Independent Broker
POL-100378,2025-03-10,2026-03-10,3,2,139156.53,Active,Independent Broker
POL-100379,2024-10-09,2025-10-09,1,6,22154.03,Active,Independent Broker
POL-100380,2024-01-17,2025-01-16,1,1,10703.57,Active,Independent Broker
POL-100381,2024-02-19,2025-02-18,1,6,10325.48,Active,Independent Broker
POL-100382,2024-02-27,2025-02-26,1,3,25893.13,Active,Affinity Partner
POL-100383,2024-11-22,2025-11-22,3,3,133159.51,Active,Direct Digital
POL-100384,2024-05-26,2025-05-26,4,3,129155.47,Active,Direct Digital
POL-100385,2024-06-28,2025-06-28,4,5,179664.14,Active,Affinity Partner
POL-100386,2025-01-25,2026-01-25,3,2,124164.39,Active,Direct Digital
POL-100387,2024-07-07,2025-07-07,5,3,130498.2,Active,Independent Broker
POL-100388,2024-05-27,2025-05-27,2,1,14960.93,Cancelled,Independent Broker
POL-100389,2024-05-17,2025-05-17,2,1,10718.94,Active,Direct Digital
POL-100390,2025-04-05,2026-04-05,2,1,14591.77,Active,Direct Digital
POL-100391,2025-01-21,2026-01-21,4,3,222715.9,Active,Direct Digital
POL-100392,2024-08-10,2025-08-10,3,1,144597.91,Active,Affinity Partner
POL-100393,2024-01-16,2025-01-15,1,1,25378.07,Active,Affinity Partner
POL-100394,2025-05-05,2026-05-05,1,5,19512.19,Active,Affinity Partner
POL-100395,2024-11-25,2025-11-25,5,1,114712.5,Active,Independent Broker
POL-100396,2024-09-24,2025-09-24,2,3,19382.8,Active,Corporate Intermediary
POL-100397,2025-04-25,2026-04-25,5,2,205436.18,Active,Independent Broker
POL-100398,2024-08-14,2025-08-14,5,1,52757.38,Active,Independent Broker
POL-100399,2025-03-03,2026-03-03,2,1,9907.45,Active,Independent Broker
POL-100400,2024-09-08,2025-09-08,3,3,119243.74,Active,Direct Digital
POL-100401,2025-05-15,2026-05-15,5,4,175731.0,Active,Independent Broker
POL-100402,2024-12-26,2025-12-26,1,1,21413.14,Active,Affinity Partner
POL-100403,2024-03-01,2025-03-01,3,1,141010.08,Active,Corporate Intermediary
POL-100404,2024-02-19,2025-02-18,5,1,120106.68,Active,Direct Digital
POL-100405,2024-06-03,2025-06-03,1,1,17894.02,Active,Independent Broker
POL-100406,2025-05-09,2026-05-09,4,3,78854.28,Active,Independent Broker
POL-100407,2024-01-18,2025-01-17,3,6,74419.41,Cancelled,Direct Digital
POL-100408,2025-03-16,2026-03-16,1,1,24656.0,Active,Direct Digital
POL-100409,2025-06-23,2026-06-23,1,2,13984.13,Active,Independent Broker
POL-100410,2025-02-19,2026-02-19,2,3,10556.27,Active,Direct Digital
POL-100411,2024-03-23,2025-03-23,4,4,261098.53,Active,Independent Broker
POL-100412,2025-05-02,2026-05-02,1,4,9754.98,Active,Independent Broker
POL-100413,2025-03-20,2026-03-20,4,2,213634.87,Active,Direct Digital
POL-100414,2025-06-24,2026-06-24,1,1,13067.24,Active,Corporate Intermediary
POL-100415,2025-05-01,2026-05-01,1,1,24756.21,Active,Direct Digital
POL-100416,2024-02-03,2025-02-02,1,2,9856.79,Active,Direct Digital
POL-100417,2025-02-11,2026-02-11,1,1,12264.18,Active,Corporate Intermediary
POL-100418,2025-02-02,2026-02-02,4,3,156273.81,Active,Direct Digital
POL-100419,2024-03-21,2025-03-21,3,6,156970.15,Active,Independent Broker
POL-100420,2024-03-18,2025-03-18,2,3,17812.28,Lapsed,Independent Broker
POL-100421,2024-11-30,2025-11-30,1,4,14082.56,Cancelled,Independent Broker
POL-100422,2024-12-30,2025-12-30,3,2,92958.06,Active,Independent Broker
POL-100423,2024-03-28,2025-03-28,5,4,100214.51,Active,Direct Digital
POL-100424,2024-10-01,2025-10-01,1,2,21271.51,Active,Independent Broker
POL-100425,2024-11-20,2025-11-20,2,1,8462.98,Lapsed,Independent Broker
POL-100426,2024-10-03,2025-10-03,1,1,11031.67,Active,Independent Broker
POL-100427,2025-06-08,2026-06-08,2,1,7562.41,Active,Direct Digital
POL-100428,2024-11-28,2025-11-28,2,1,11227.49,Active,Direct Digital
POL-100429,2024-09-05,2025-09-05,3,3,62010.78,Active,Direct Digital
POL-100430,2024-11-04,2025-11-04,1,3,11993.33,Active,Direct Digital
POL-100431,2024-11-02,2025-11-02,3,1,84612.74,Lapsed,Independent Broker
POL-100432,2025-05-22,2026-05-22,4,4,122909.32,Active,Independent Broker
POL-100433,2025-02-09,2026-02-09,2,4,12442.48,Active,Independent Broker
POL-100434,2025-03-16,2026-03-16,4,3,108350.5,Active,Affinity Partner
POL-100435,2024-07-24,2025-07-24,3,2,62961.2,Active,Independent Broker
POL-100436,2025-05-17,2026-05-17,3,1,80454.58,Active,Corporate Intermediary
POL-100437,2025-01-08,2026-01-08,1,3,12876.72,Cancelled,Direct Digital
POL-100438,2024-01-28,2025-01-27,5,2,210305.74,Active,Corporate Intermediary
POL-100439,2024-03-11,2025-03-11,2,5,14090.38,Active,Direct Digital
POL-100440,2024-06-06,2025-06-06,5,2,184143.05,Active,Affinity Partner
POL-100441,2025-05-05,2026-05-05,3,2,105055.35,Lapsed,Corporate Intermediary
POL-100442,2025-03-04,2026-03-04,3,1,135305.07,Active,Corporate Intermediary
POL-100443,2024-03-28,2025-03-28,1,7,13670.99,Active,Direct Digital
POL-100444,2024-02-15,2025-02-14,3,4,121941.68,Active,Corporate Intermediary
POL-100445,2025-03-16,2026-03-16,1,1,11217.15,Active,Independent Broker
POL-100446,2024-08-14,2025-08-14,2,2,12597.65,Active,Independent Broker
POL-100447,2025-05-27,2026-05-27,1,2,25962.32,Active,Direct Digital
POL-100448,2024-03-28,2025-03-28,1,6,11923.47,Active,Independent Broker
POL-100449,2024-07-30,2025-07-30,3,2,83099.44,Active,Independent Broker
POL-100450,2025-04-08,2026-04-08,2,1,11343.64,Active,Direct Digital
POL-100451,2024-12-17,2025-12-17,4,1,240899.14,Active,Affinity Partner
POL-100452,2024-09-06,2025-09-06,3,1,107125.41,Active,Independent Broker
POL-100453,2025-04-18,2026-04-18,1,2,19928.07,Active,Independent Broker
POL-100454,2025-02-09,2026-02-09,1,6,19671.35,Active,Independent Broker
POL-100455,2025-02-02,2026-02-02,1,5,13122.66,Active,Independent Broker
POL-100456,2024-03-05,2025-03-05,3,1,136341.28,Active,Independent Broker
POL-100457,2024-07-20,2025-07-20,2,1,10820.48,Active,Independent Broker
POL-100458,2024-11-16,2025-11-16,4,2,224770.56,Active,Independent Broker
POL-100459,2025-04-13,2026-04-13,4,1,274365.87,Active,Direct Digital
POL-100460,2024-03-27,2025-03-27,4,1,151730.51,Active,Direct Digital
POL-100461,2025-01-17,2026-01-17,4,1,200152.09,Active,Direct Digital
POL-100462,2025-01-27,2026-01-27,2,1,13916.05,Active,Affinity Partner
POL-100463,2024-06-26,2025-06-26,3,1,99777.76,Active,Independent Broker
POL-100464,2025-04-06,2026-04-06,4,1,287052.95,Lapsed,Independent Broker
POL-100465,2024-07-18,2025-07-18,2,3,14175.04,Active,Independent Broker
POL-100466,2025-03-01,2026-03-01,5,2,133078.92,Active,Direct Digital
POL-100467,2024-08-13,2025-08-13,2,1,10992.97,Active,Direct Digital
POL-100468,2025-04-13,2026-04-13,3,6,133160.62,Active,Independent Broker
POL-100469,2024-04-26,2025-04-26,1,7,18506.94,Cancelled,Independent Broker
POL-100470,2024-02-12,2025-02-11,5,6,125032.32,Active,Independent Broker
POL-100471,2024-09-10,2025-09-10,2,1,13406.31,Active,Corporate Intermediary
POL-100472,2025-03-25,2026-03-25,1,7,22914.98,Active,Independent Broker
POL-100473,2024-12-25,2025-12-25,5,4,157571.01,Active,Direct Digital
POL-100474,2024-07-30,2025-07-30,1,1,18949.22,Active,Independent Broker
POL-100475,2024-06-21,2025-06-21,2,5,11238.36,Active,Affinity Partner
POL-100476,2025-06-10,2026-06-10,4,1,108219.28,Active,Independent Broker
POL-100477,2024-03-01,2025-03-01,2,4,8951.06,Active,Direct Digital
POL-100478,2024-11-25,2025-11-25,1,7,23434.31,Active,Direct Digital
POL-100479,2024-10-02,2025-10-02,4,2,166917.22,Active,Corporate Intermediary
POL-100480,2024-04-05,2025-04-05,2,3,17547.27,Active,Corporate Intermediary
POL-100481,2025-04-10,2026-04-10,3,2,110670.75,Active,Corporate Intermediary
POL-100482,2024-04-05,2025-04-05,5,2,157922.89,Active,Corporate Intermediary
POL-100483,2025-02-11,2026-02-11,1,2,23127.5,Active,Independent Broker
POL-100484,2024-10-17,2025-10-17,2,3,15175.48,Active,Independent Broker
POL-100485,2024-12-17,2025-12-17,4,7,86860.27,Active,Corporate Intermediary
POL-100486,2025-04-15,2026-04-15,1,1,24842.7,Active,Independent Broker
POL-100487,2025-03-14,2026-03-14,1,5,24514.28,Lapsed,Independent Broker
POL-100488,2024-10-07,2025-10-07,1,4,15511.14,Active,Independent Broker
POL-100489,2024-06-18,2025-06-18,1,2,19859.91,Active,Corporate Intermediary
POL-100490,2025-03-15,2026-03-15,4,1,247406.02,Active,Independent Broker
POL-100491,2024-05-15,2025-05-15,4,1,202263.84,Active,Direct Digital
POL-100492,2024-12-17,2025-12-17,1,2,20982.11,Active,Direct Digital
POL-100493,2024-04-01,2025-04-01,5,1,67544.26,Active,Direct Digital
POL-100494,2025-01-26,2026-01-26,5,7,198664.54,Active,Independent Broker
POL-100495,2024-03-11,2025-03-11,3,3,43000.02,Active,Independent Broker
POL-100496,2024-08-06,2025-08-06,4,6,112086.66,Active,Independent Broker
POL-100497,2024-08-10,2025-08-10,1,1,11896.22,Active,Independent Broker
POL-100498,2024-12-25,2025-12-25,2,2,18116.86,Active,Independent Broker
POL-100499,2024-09-11,2025-09-11,3,3,112800.93,Active,Corporate Intermediary
POL-100500,2024-01-28,2025-01-27,4,1,125334.2,Active,Direct Digital
POL-100501,2025-02-05,2026-02-05,2,4,7953.05,Lapsed,Affinity Partner
POL-100502,2025-05-21,2026-05-21,2,1,10526.93,Active,Direct Digital
POL-100503,2024-01-13,2025-01-12,2,2,9021.36,Active,Independent Broker
POL-100504,2025-01-09,2026-01-09,3,5,62386.9,Active,Affinity Partner
POL-100505,2024-03-15,2025-03-15,1,3,10707.53,Active,Direct Digital
POL-100506,2024-03-02,2025-03-02,2,3,11153.53,Active,Corporate Intermediary
POL-100507,2025-03-09,2026-03-09,4,2,95194.81,Active,Independent Broker
POL-100508,2024-10-11,2025-10-11,1,1,10895.95,Lapsed,Affinity Partner
POL-100509,2024-06-08,2025-06-08,3,2,88106.32,Active,Corporate Intermediary
POL-100510,2024-03-08,2025-03-08,2,5,13237.31,Lapsed,Direct Digital
POL-100511,2024-09-07,2025-09-07,1,2,11502.18,Active,Direct Digital
POL-100512,2024-06-28,2025-06-28,1,1,21209.57,Active,Direct Digital
POL-100513,2024-12-21,2025-12-21,3,3,134392.48,Active,Direct Digital
POL-100514,2024-05-09,2025-05-09,5,7,198488.21,Active,Direct Digital
POL-100515,2024-01-31,2025-01-30,2,2,10953.33,Active,Independent Broker
POL-100516,2024-03-19,2025-03-19,3,2,102272.26,Active,Corporate Intermediary
POL-100517,2024-06-19,2025-06-19,2,1,10720.6,Active,Independent Broker
POL-100518,2024-04-28,2025-04-28,1,6,17944.73,Active,Corporate Intermediary
POL-100519,2024-09-07,2025-09-07,1,2,15569.21,Lapsed,Direct Digital
POL-100520,2024-02-06,2025-02-05,3,6,129398.57,Active,Independent Broker
POL-100521,2025-03-02,2026-03-02,5,2,96113.85,Active,Independent Broker
POL-100522,2025-05-29,2026-05-29,4,1,118939.37,Active,Affinity Partner
POL-100523,2025-02-14,2026-02-14,1,2,23802.93,Active,Independent Broker
POL-100524,2024-03-29,2025-03-29,3,2,42940.36,Active,Independent Broker
POL-100525,2024-11-07,2025-11-07,5,4,91239.28,Active,Affinity Partner
POL-100526,2024-07-19,2025-07-19,5,3,179281.98,Active,Direct Digital
POL-100527,2025-02-23,2026-02-23,1,1,18481.34,Active,Independent Broker
POL-100528,2024-01-10,2025-01-09,2,1,17673.22,Active,Independent Broker
POL-100529,2024-11-10,2025-11-10,1,1,18288.96,Active,Independent Broker
POL-100530,2024-03-02,2025-03-02,1,6,14189.13,Active,Direct Digital
POL-100531,2025-06-16,2026-06-16,2,5,19558.98,Active,Independent Broker
POL-100532,2024-04-07,2025-04-07,3,1,117191.45,Active,Independent Broker
POL-100533,2024-03-04,2025-03-04,2,4,20506.21,Active,Direct Digital
POL-100534,2024-11-18,2025-11-18,2,5,18680.22,Active,Independent Broker
POL-100535,2024-08-27,2025-08-27,1,1,11832.23,Active,Direct Digital
POL-100536,2024-04-18,2025-04-18,1,2,17243.3,Active,Independent Broker
POL-100537,2024-07-31,2025-07-31,2,1,13594.18,Active,Direct Digital
POL-100538,2024-11-07,2025-11-07,5,5,152561.42,Active,Corporate Intermediary
POL-100539,2024-05-31,2025-05-31,1,6,13670.79,Active,Independent Broker
POL-100540,2024-11-02,2025-11-02,1,1,10109.75,Active,Independent Broker
POL-100541,2024-09-12,2025-09-12,1,2,11271.28,Active,Direct Digital
POL-100542,2024-03-04,2025-03-04,5,1,72221.59,Active,Independent Broker
POL-100543,2024-03-27,2025-03-27,3,3,72540.84,Active,Direct Digital
POL-100544,2024-03-07,2025-03-07,1,4,16872.27,Active,Affinity Partner
POL-100545,2024-12-05,2025-12-05,1,1,25053.4,Active,Affinity Partner
POL-100546,2025-03-19,2026-03-19,5,2,134341.49,Active,Independent Broker
POL-100547,2024-12-28,2025-12-28,1,1,14109.7,Active,Direct Digital
POL-100548,2024-09-08,2025-09-08,4,1,197228.44,Lapsed,Independent Broker
POL-100549,2024-03-30,2025-03-30,2,2,9093.86,Active,Corporate Intermediary
POL-100550,2025-06-22,2026-06-22,1,4,25903.03,Active,Direct Digital
POL-100551,2025-01-26,2026-01-26,5,2,131546.35,Active,Independent Broker
POL-100552,2025-05-29,2026-05-29,2,2,10932.01,Active,Independent Broker
POL-100553,2024-01-31,2025-01-30,5,1,59960.51,Cancelled,Independent Broker
POL-100554,2024-08-26,2025-08-26,1,1,13664.86,Active,Independent Broker
POL-100555,2024-02-27,2025-02-26,5,1,147867.66,Cancelled,Independent Broker
POL-100556,2024-06-26,2025-06-26,1,1,19317.32,Active,Independent Broker
POL-100557,2024-01-29,2025-01-28,5,5,109785.97,Active,Direct Digital
POL-100558,2024-07-11,2025-07-11,3,3,78468.26,Active,Direct Digital
POL-100559,2024-08-26,2025-08-26,4,1,79882.36,Active,Independent Broker
POL-100560,2024-07-25,2025-07-25,1,2,21357.78,Lapsed,Corporate Intermediary
POL-100561,2024-11-27,2025-11-27,1,1,12022.48,Active,Direct Digital
POL-100562,2024-04-23,2025-04-23,3,2,155345.93,Active,Affinity Partner
POL-100563,2025-02-09,2026-02-09,4,1,157457.46,Active,Affinity Partner
POL-100564,2025-03-23,2026-03-23,4,3,234049.17,Active,Affinity Partner
POL-100565,2024-12-31,2025-12-31,1,4,19258.78,Active,Independent Broker
POL-100566,2024-10-28,2025-10-28,1,1,21552.83,Lapsed,Affinity Partner
POL-100567,2025-02-04,2026-02-04,5,3,55505.07,Active,Affinity Partner
POL-100568,2024-08-14,2025-08-14,4,3,100507.01,Active,Independent Broker
POL-100569,2024-03-20,2025-03-20,1,2,25711.03,Active,Corporate Intermediary
POL-100570,2024-03-31,2025-03-31,5,4,158647.46,Lapsed,Independent Broker
POL-100571,2024-09-28,2025-09-28,1,1,20968.09,Active,Corporate Intermediary
POL-100572,2024-01-02,2025-01-01,1,2,16786.81,Active,Direct Digital
POL-100573,2025-02-27,2026-02-27,3,2,83445.28,Active,Corporate Intermediary
POL-100574,2024-08-18,2025-08-18,1,2,10808.83,Active,Direct Digital
POL-100575,2024-11-22,2025-11-22,1,1,10816.89,Active,Independent Broker
POL-100576,2024-03-17,2025-03-17,3,1,81878.17,Cancelled,Corporate Intermediary
POL-100577,2024-02-01,2025-01-31,2,4,9476.96,Lapsed,Direct Digital
POL-100578,2024-04-13,2025-04-13,2,1,20646.7,Active,Independent Broker
POL-100579,2024-09-28,2025-09-28,4,1,147863.16,Active,Independent Broker
POL-100580,2025-05-17,2026-05-17,1,1,15517.59,Active,Direct Digital
POL-100581,2025-05-06,2026-05-06,1,1,10022.07,Active,Direct Digital
POL-100582,2024-03-24,2025-03-24,3,1,78385.7,Active,Independent Broker
POL-100583,2024-09-28,2025-09-28,1,4,18523.67,Active,Corporate Intermediary
POL-100584,2025-01-13,2026-01-13,1,2,10331.72,Active,Direct Digital
POL-100585,2024-10-02,2025-10-02,3,1,59833.42,Active,Direct Digital
POL-100586,2024-12-18,2025-12-18,3,2,156543.25,Active,Independent Broker
POL-100587,2025-01-31,2026-01-31,3,2,155944.07,Active,Affinity Partner
POL-100588,2024-08-29,2025-08-29,3,1,51316.7,Lapsed,Independent Broker
POL-100589,2025-05-29,2026-05-29,3,3,136453.14,Active,Independent Broker
POL-100590,2024-05-03,2025-05-03,5,2,79389.43,Cancelled,Affinity Partner
POL-100591,2024-07-16,2025-07-16,1,1,16543.35,Cancelled,Independent Broker
POL-100592,2024-05-31,2025-05-31,4,1,153338.62,Active,Corporate Intermediary
POL-100593,2024-03-30,2025-03-30,2,3,12683.5,Active,Direct Digital
POL-100594,2025-04-14,2026-04-14,1,5,19818.15,Active,Independent Broker
POL-100595,2025-02-28,2026-02-28,1,1,18892.14,Active,Affinity Partner
POL-100596,2024-04-12,2025-04-12,1,3,22384.53,Active,Corporate Intermediary
POL-100597,2024-12-18,2025-12-18,2,1,12486.0,Active,Independent Broker
POL-100598,2024-02-08,2025-02-07,1,1,16208.77,Active,Independent Broker
POL-100599,2025-02-15,2026-02-15,1,2,24189.02,Active,Direct Digital
POL-100600,2025-05-01,2026-05-01,1,2,9931.82,Active,Independent Broker
POL-100601,2024-10-14,2025-10-14,3,5,122812.54,Cancelled,Direct Digital
POL-100602,2024-11-03,2025-11-03,5,2,181585.25,Active,Independent Broker
POL-100603,2024-04-01,2025-04-01,1,2,13066.8,Active,Independent Broker
POL-100604,2025-06-12,2026-06-12,2,1,14310.72,Active,Independent Broker
POL-100605,2025-06-02,2026-06-02,2,1,17971.13,Active,Independent Broker
POL-100606,2024-06-26,2025-06-26,1,1,23326.42,Active,Independent Broker
POL-100607,2025-01-04,2026-01-04,5,1,96576.17,Active,Independent Broker
POL-100608,2024-05-06,2025-05-06,4,1,134274.83,Active,Independent Broker
POL-100609,2025-04-30,2026-04-30,4,3,160691.18,Active,Corporate Intermediary
POL-100610,2024-04-02,2025-04-02,2,1,12534.61,Active,Independent Broker
POL-100611,2024-08-07,2025-08-07,1,4,13291.84,Active,Independent Broker
POL-100612,2025-06-09,2026-06-09,1,7,25461.07,Active,Independent Broker
POL-100613,2024-05-15,2025-05-15,4,1,222279.78,Active,Direct Digital
POL-100614,2024-11-08,2025-11-08,5,5,159265.85,Active,Independent Broker
POL-100615,2024-12-23,2025-12-23,2,1,10211.28,Active,Independent Broker
POL-100616,2025-02-10,2026-02-10,3,1,42867.01,Cancelled,Affinity Partner
POL-100617,2025-01-18,2026-01-18,3,4,112065.16,Active,Independent Broker
POL-100618,2025-05-08,2026-05-08,1,2,25809.12,Active,Corporate Intermediary
POL-100619,2024-09-24,2025-09-24,4,6,308286.01,Active,Direct Digital
POL-100620,2025-06-13,2026-06-13,5,1,202946.8,Active,Corporate Intermediary
POL-100621,2025-02-17,2026-02-17,4,2,241785.16,Active,Independent Broker
POL-100622,2024-10-29,2025-10-29,1,2,16235.42,Active,Independent Broker
POL-100623,2024-07-13,2025-07-13,2,6,17044.5,Active,Independent Broker
POL-100624,2025-05-02,2026-05-02,4,2,199292.14,Active,Corporate Intermediary
POL-100625,2024-07-04,2025-07-04,2,1,13696.78,Active,Independent Broker
POL-100626,2024-07-06,2025-07-06,4,2,235336.49,Active,Direct Digital
POL-100627,2024-11-10,2025-11-10,2,2,12329.22,Active,Independent Broker
POL-100628,2024-04-30,2025-04-30,3,1,144234.42,Active,Affinity Partner
